ID,Upvotes
377033,460
32475,10
120047,170
319753,8
429820,493
216411,22
109922,318
420884,452
121400,857
187251,17
231870,6
141252,25
164199,17
67362,7
452443,24
222380,16
40445,180
6156,23
167718,35
448496,56
381318,41
76095,104
76436,398
239118,418
285111,19
40527,23
170377,135
56377,19
336418,52
346332,75
287590,116
321838,25
174076,49
302263,12
175440,10
130277,11
344764,16
247219,7
458911,49
12013,34
359309,378
430914,259
401726,14
457380,49
89522,20
226781,46
152543,32
417587,30
38197,168
224878,1605
397561,488
332510,39
177670,8
4554,111
63226,1
102761,19
418134,2023
367980,81
244617,10
307201,51
96127,3
226407,16
275576,18
215032,162
51145,37
463978,16
332657,157
340408,564
30667,28
408771,4
347814,275
259382,55
130496,975
333601,7616
124308,169
190191,5
305059,13
397793,9
167837,146
308021,9
156161,42
433189,8
92853,82
460305,19
362438,59
221913,26
323709,248
405018,144
372173,25
127105,3
306086,34
336363,40
252215,32
144947,19
180643,641
386599,30
411547,165
281044,27
223669,167
326377,92
340797,89
28295,11
258713,19
139166,19
238101,35
206289,28
69456,170
38110,11
346922,107
359491,55
294693,11
238253,16
172116,191
449302,11
189766,67
125349,8
312657,873
137699,43
431425,3
453714,15
348731,388
151172,69
216720,447
324538,1379
363474,31
295206,35
411772,92
164756,64
217353,10
340136,13
132600,12
249847,8
467043,660
392051,34
402175,139
402837,4
261752,32
50811,69
43604,435
244072,18
136997,3
290992,1
53593,1514
302535,40
231334,16
173043,88
22920,51
383937,954
366666,70
370813,288
286566,15
179887,44
78748,119
197803,37
358385,33
92359,27
80076,38
442381,14
174884,5
107169,148
196812,296
416216,72
311928,11
203273,9
302956,383
351729,74
149757,13
94441,75
377074,46
33802,46
366332,30
126821,61
323540,68
337309,159
49794,89
49634,16
167350,14
88420,12
454599,53
239635,25
360793,68
124108,10
298533,62
189691,15
395753,7
348378,19899
249457,273
463802,25
285866,25
429213,12694
414241,18
278643,21
336001,738
204731,148
75744,109
330929,20
303570,195
134701,4
468427,35
279077,26
391232,3
384843,84
369604,22
398323,401
36492,4
194739,170
296526,18
8140,76
93376,7
237391,973
323362,14
453943,491
263704,67
251066,17
461696,121
241921,71
298160,12
310339,6
358690,7
182265,98
16179,64
341827,6
94031,114
301680,108
469531,198
235234,25
93340,489
22197,23
280947,72
467317,45
149514,374
128582,16
139027,1066
146551,3
306260,16
361718,10
32902,20
442606,11
346500,6
258973,39
81269,134
398458,37
423130,10
112766,23
326013,8
178516,115
447437,660
27436,28
442069,6
415804,17
218430,158
302709,64
79088,32
90276,45
259502,73
79583,50
300853,15
441962,48
395583,44
223520,1281
381545,12
239898,4
319342,527
427269,26
119965,65
273624,9
11447,16
461999,116
7953,61
143973,17
17687,28
21079,16
314389,23
63760,241
194330,17
192058,33
45122,131
213650,8
73011,12
364274,645
452386,100
345280,2
34377,143
215696,3
145984,10
244688,57
402800,15
253795,30
446096,24
453554,487
56095,247
211541,62
58974,18
36363,29
299237,57
411938,12
396616,65
161719,50
454752,32
196123,2053
347434,996
418310,4
410388,37
216382,20
60306,27
280536,104
442583,586
305806,27
386567,15
41957,5
186035,121
228804,19
167088,10
17876,165
374953,31
35749,1578
3488,7
364005,6
38817,31
447822,21
267736,12
271126,20
239715,106
219058,20
40446,233
394859,40
169082,130
349721,319
256541,9
451455,13
260850,6
216891,4
114810,73
368679,19
250062,622
11050,7
195266,25
74795,51
147968,175
342376,1203
27370,13
75922,7
77047,884
384021,30
154449,88
140060,7
398547,15
219961,713
154472,12
373984,349
323689,29360
320430,6
337609,129
93206,58
52181,13
229523,6
317943,5
299822,73
465361,18
307986,9
368236,2
222175,30
64063,43
240243,450
11645,6
111672,5
122519,15
42574,82
79935,4
369474,27
393048,7
316219,19
128849,17
118334,495
389965,10
220077,2388
211743,16
355748,66
353114,43
51589,121
103023,22
37390,18
1563,23
214385,45
268847,29
154460,1305
365417,19324
323694,4
235189,6
5464,72
364672,12
310767,24
40488,40
300599,19
313481,264
356347,30
325734,697
101365,5329
372826,219
402199,8
462735,23
340502,209
227554,9
156025,43
1399,8
351136,19
453731,10
273015,22
28965,41
321283,2883
354932,29
248183,30
82076,29
229852,87
261080,9
338139,4
83624,9
124843,14
108011,16
285136,15
381014,8
351043,9
319995,3578
255801,32
66459,1
84507,39
348319,8
543,22
74468,10
77737,18
301526,8
287875,144
279189,96
123910,1086
146162,42
231545,12
106481,13
187302,15
231364,8
402535,59
432357,41
322912,3
467884,8
430579,152
239680,219
452802,5
174566,87
297797,184
380785,50
216840,66
353119,2
421517,51
198013,13
290834,45
450045,30
19093,30
250861,197
176724,8
6270,143
40071,94
156453,9
351208,30
142673,812
70112,19
310232,6
341337,1175
259805,18
270180,12
87013,473
452798,27
146772,284
298302,25
403682,9
20311,93
445032,157
244195,263
67916,36
84994,70
449383,19
273847,14
179664,89
459629,2244
205757,22
4054,6
325992,51
34899,14
430968,210
72597,1197
109523,101
219111,7
368738,11
218616,41
30253,102
257247,7
120390,16
235865,24
17755,33
462071,78
326118,15
469756,77
278630,601
441752,70
310571,1893
291394,46
391461,324
442378,10
161274,112
112078,11
206615,47
170360,7
133752,33
93533,464
325002,19
370515,396
431392,515
231250,14
279364,46
383642,42
430257,14
222831,247
27818,2394
434034,14
419354,93
57907,43
210838,2185
336475,34
452139,14
156955,5
458107,1122
333102,77
71780,5
445941,4
166355,80
195609,37
100018,292
149320,5
198833,14
283024,23
272801,1418
411306,18
207932,32
372849,7
399690,1135
423501,872
443620,8
334734,36
174124,51
393777,7
295460,32
124315,17
113819,39
252080,28827
139311,59
172416,40
433976,53
209107,14
94869,128
388390,176
363554,17
78679,24
13020,136
148787,183
195395,5
99844,23
443921,58
405982,5
58595,30
238787,18
11340,6
382903,39
419658,14
263278,74
392632,16
401350,11
227265,66
17720,14
433048,113
444955,76
128432,274
445476,326
211693,57
193784,18
200341,8
240329,22
364536,52
314470,12
268766,62
9670,65
159539,1663
324581,21
225499,434
117223,5
247872,89
35770,27
371807,55
82251,86
340350,24
195100,21
160324,56
378354,74
125442,25
159354,48
130167,17
279395,9
431624,79
415376,34
240418,436
193327,137
395161,23
333968,14
280289,134
172005,287
304078,175
113908,14
98800,41
273037,18
235153,220
123107,33
449627,22
87482,28
185973,7
37819,21
279118,8
59755,51
154577,8
461373,21
148033,73
5906,20
135604,4553
168057,507
355927,30
109674,17
442196,4
166779,114
87549,28
242801,143
229548,26
257030,83
387912,6
75455,16
72962,294
206291,19
25021,1152
195398,16
222580,13
44653,25
324157,42
263620,45
206629,31
336971,42
289714,42
243818,115
270697,19
377146,21
242858,2044
124004,12
300874,257
351608,51
169207,104
10015,195
86804,64
111315,20
60718,1438
241878,1933
428183,13
66894,45
408475,223
182292,7
145874,5
14944,6
22111,3
223630,26
441110,12751
191848,15
381068,88
239488,2
53537,2550
67786,6
86924,15
64465,83
250673,44
36606,14
404575,56
314318,22
420740,230
202799,4
63201,25
460978,14
250567,91
425346,253
312737,52
128534,354
61359,23
165417,273
379008,3
3129,10
266866,229
163014,15
182896,16639
429504,21
211856,406
304602,17
407609,144
439917,7
347728,70
260532,17
215226,48
119158,16
10166,41
65502,36
238721,1572
143954,14
170184,6
127085,190
143622,27
318432,12
41822,415
38920,23
298314,8
61728,30
204344,27
322123,12
176358,128
151880,420
240411,3694
210092,30
99281,38
330664,7
185984,8
469574,39
444967,36
191055,455
62974,119
444824,71
377933,3
363030,5
39355,5692
208305,289
183883,25
354801,25
260357,333
77606,405
323103,10
225422,66
229443,6
72912,158
283345,8
155607,5
398579,22
309857,43
111239,6
351508,98
365821,37
68801,10
14817,13
104920,42
424522,48
312359,241
329437,55
258222,6
465874,8
455128,4
203850,59
306379,5
43478,16
223155,8
402945,40
434661,374
204188,86
439852,2077
98262,33
253146,279
8532,4
405188,5
119929,112
310823,54
231154,102
258760,28
107290,95
88563,520
59358,91
353433,3
134268,1132
460141,89
237566,41
443631,3
136018,84
323565,0
399272,181
113208,17
270903,2025
241981,116
463667,66
397952,18
406874,9
15755,56
239234,126
199516,47
439394,35
264141,8
39143,103
82558,14
102380,39
139386,61
261255,909
228295,180
20241,32
196071,121
70717,113
343530,23
261820,216
4731,21
456925,29
218271,15
196187,6
76904,169
326766,15
144736,1632
272792,5
394319,296
303354,27
46899,40
135143,76
376351,27
125112,155
158862,14
5105,16
8400,78
310521,35
42076,10
155801,73
324019,114
251185,37
184481,3
115716,57
300977,8
214360,1161
459994,43
24611,5
93724,1367
252652,20
366032,106
29433,13
150918,23
398786,17
471345,146
399864,30
46773,62
133822,12
254700,40
195013,99
389275,37
281505,61
217551,12
399467,64
221826,286
164966,52
398387,5
259239,721
142081,116
336674,174
77341,54
20213,103
217547,10
157303,58
137638,25
385175,27
197360,38
4973,7
374958,180
423927,5
270818,788
426169,56
236995,4
92119,21
124520,8
398982,64
9121,43
28536,28
203458,117
348131,2
348886,148
104650,3
150921,16
44831,12
122730,207
101552,436
357229,3
121845,7
238579,33
59881,13
212837,310
372306,28
235655,57
376459,242
469691,87
36085,4692
280440,130
238235,185
125891,615
37149,455
189576,141
104312,112
252623,172
262137,26
16583,22
210121,826
422549,11
417058,15
90526,2
158149,13
317895,3
147037,26123
335279,36
68007,155
278986,5
445703,22
419796,85
60880,133
7028,229
408945,5298
51096,64
471185,9
467466,7
324971,16
154228,341
417975,57
89721,6
425473,60
201729,42
79987,7
64160,8
69530,2207
112489,21
302060,3006
222818,6
146600,12
225859,11
285563,48
377783,2
284968,129
252005,34
258288,12
407516,12
30550,1546
319534,5
393572,15
5793,19
265912,14
345944,15
222173,753
266300,14
344685,76
286861,11
55617,43
82348,2179
74439,12
392662,350
12400,25
256853,19
359526,81
18554,51
45845,25
248307,2
440608,151
174506,872
146852,21
225768,55
229942,55
268356,26
375732,379
373450,83
102571,40
278264,304
325444,19
80307,9
426923,43
207811,35
2493,24
98632,132
378667,60
311755,480
33252,76
76541,41
441522,542
150545,362
148276,117
168748,3
47458,12
396741,4
173341,341
80249,7
467875,15
212616,16
9590,40
336313,202
2663,19
384336,24
154110,27
17533,612
438193,50
335724,74
200086,19
41757,13
274592,2
357699,105
96507,20
19174,98
107649,289
454798,11
338286,28
312607,24
466587,6
298632,44
370326,236
7292,276
417437,98
229937,98
125936,28
68859,14
284146,31
130768,30
206509,637
169773,132
361169,3
466916,76
266446,156
42924,25
111156,10
42586,4
457501,235
370155,23
153365,2894
103852,6
103426,304
213461,188
274858,30
119299,21
221263,147
175623,10
133711,19
242833,21
376499,16
218232,56
66026,13
283492,582
50414,8
386149,11
98082,4
242179,48
135782,861
375359,11
360836,28
280593,154
35969,31
167005,11
357351,9
368853,51
462431,127
22901,602
138470,20
298022,293
156834,110
26407,17
288938,560
188701,37
179078,34
354879,3
24285,146
88165,18
160470,5
68465,146
230166,483
66738,82
42852,21
216394,299
277720,178
386865,801
288407,22
401220,72
346348,78
387343,12
324244,267
158666,46
191583,586
327877,19
455426,601
155871,8
444098,11
270576,18
467951,19
280796,45
407451,30
93862,2049
147172,518
237695,53
51536,30
225863,9
337279,124
27041,128
266896,36
365648,143
190814,4747
469468,15
232894,145
69317,19
342851,31
222810,28
330481,3
269454,98
51515,1
185708,357
276092,62
250037,17
29499,4
111511,24
388916,725
160526,197
396591,25
16326,34
186456,12
155967,27
37564,27
373629,2321
240226,17
260658,41
236869,36
199833,25
348574,10
75285,4
16803,10
152459,11
441342,40
298926,74
155039,9
215319,22
318301,4
375872,213
396036,7
393578,31
333524,99
50761,16
267594,25
163446,4
144345,3450
220730,5
282483,39
22490,12
166641,225
34494,56
147898,2270
328399,310
275446,1
436679,59
250382,97
284286,83
234455,444
61814,647
384753,100
255394,138
370442,60
95837,13
290821,219
53574,4802
17070,64
285608,45
53653,49
262733,57
40075,1731
214141,84
400718,19
386896,3
254010,20
38201,22
349452,11
132100,29
201556,16
54993,72
252530,38
163768,266
310299,138
452499,6009
258865,18
72654,13
77175,8
8562,29
69679,168
70972,91
158223,19
261370,290
372823,14
175188,5
151746,14
125147,17
189648,896
153017,461
297059,94
366856,54
402372,5
125914,344
278319,800
19252,9
195178,6
451881,48
197853,22
47637,15
438279,2
203117,208
396265,47
152611,65
291047,29
233522,262
219198,61
378852,15
285086,4
299886,5
303303,1854
259152,882
200972,227
266024,153
411363,256
140201,96
288468,362
30156,6
283431,23
272952,120
266865,277
108486,189
86526,13248
10636,37043
381798,49
253362,52
215679,7
114683,21
68898,10
349805,73
214514,10
284333,5
112372,31
462904,192
229242,48
143960,37
322948,2439
200334,32
442265,49
85834,50
431353,42
358969,22028
440524,38
294663,34
176922,27
444228,458
191761,378
11149,113
62700,385
454981,73
96039,6
424008,47
339172,6
212199,12
262212,13727
24874,321
93612,13
373330,10
392565,17
51537,263
469263,42
52324,64
79077,11
427841,850
305549,20
329736,676
73638,6
328748,7
239862,35
98399,218
213809,68
203149,30
430594,8
355264,17
73726,5
160323,687
224171,15
63836,12
4202,112
388633,6
459692,4
16199,1022
121365,6
13297,6
112743,74
419085,24
269762,4
451466,42
262882,40
189348,12
283698,186
467453,148
256393,98
428012,27
229954,28
471056,135
127991,9
113003,16
9655,38
218983,501
299963,42
373703,218
397653,44
218545,51
362983,177
453317,97
308126,45
198016,56
353553,26620
9715,107
325236,35
374307,1
376998,140
335090,401
250508,11
88098,11
178489,46
178675,9
146664,62
451778,93
23589,1940
76459,347
256624,474
170625,14
78442,9
162552,11
366869,5
268608,26
151614,101
206614,67
11526,10
52741,10
146331,17
275871,38
463664,102
64151,173
204542,15
110514,52
57817,15
96938,499
232692,190
461846,40
180757,113
219245,63
38797,14
421219,77
197137,13
70294,49
166320,17
160907,7
262687,46
288566,4
454869,11
269751,22
237617,5
382286,1863
424910,102
175624,17
289132,9
446023,1608
333206,520
359525,22
408478,148
422717,1
448247,8
87455,20
402151,35
117286,5
305675,31
317548,50
183096,15
387416,20
193311,21
193637,26
149614,12
348153,202
55534,15
80378,14
104014,45
239479,259
303318,226
143372,92
217528,80
227125,8
420598,96
288472,31
215270,1262
457121,33
213275,6
418592,6248
223215,16
157415,33
400298,12
233417,7
471410,94
310407,52
159722,259
281123,4
288247,22
326162,10
135021,65
52104,87
176400,182
32312,36
393441,13
406694,345
141408,522
237169,84
425738,28
159356,15
76551,162
211040,28
296046,76
57803,12
55452,22
134613,13
384566,282
273746,32
243793,58
242077,287
288084,999
313765,2713
237544,26
410986,16
116634,36
254493,186
446482,5
449794,1942
59733,2
357109,30
144490,70
48526,12
268550,99
138804,273
200860,26
110370,16
353461,2107
399913,735
444353,13
206390,7
28402,63
468551,37
185089,74
107623,297
422780,16
353240,5
275995,40
282255,3
344533,10
330642,184
348837,23
347222,858
393925,149
57567,46
192051,10
389873,25
152484,28
20643,103
21888,4
227996,122
227115,33
418788,27
304052,24
219317,39
261344,18
77710,6031
341572,166
339387,2
337405,1
199783,16
30172,93
184836,7
457741,8
5143,37
263429,11
51653,4
126861,5
173136,27
308560,137
326099,44
31052,45
389804,12
9398,33
70933,14
468282,20
447524,633
121790,18
287516,38
154029,88
288942,29
1575,40
440431,99
195576,18
367794,94
39040,654
284178,26
394640,11
261228,46
315017,14
451648,244
208233,20
41566,36
383425,234
2376,287
398532,16
350001,131
311464,90
358767,40
260260,6
332783,3
91739,242
436811,46
124568,15
106910,110
430571,9
29278,56
160330,8
130108,5
258029,26
174499,76
269879,159
459964,94
408471,9
288297,12
117250,257
323765,9
385968,7
419488,89
43554,18
283414,169
253723,119
307639,22
126166,5
30517,11
307363,32
448235,212
388066,17
269764,3
111348,118
182246,90
385253,16
102552,1048
71886,187
391879,9
155867,4
444417,3
295675,8
143045,20
116262,26
231674,956
159167,26
98987,10
201367,7
199580,2
163187,11
72218,819
157613,5
821,27
384981,16
65503,396
71052,4
84222,6
164978,12
169602,11
295282,238
34658,116
71631,87
118085,92
112145,4
341761,114
257732,33
420375,312
36630,56
354061,10
303203,586
293798,18
471398,9
150901,3302
391997,5
39476,23
375694,38
339643,13
376945,60
226635,10
224037,71
4435,594
298684,184
129222,10
433176,51
322511,420
220404,10
265027,281
72563,11
406498,8
365906,192
111253,59
117676,21
459154,4
451003,81
316528,39
242211,18
22862,14
284689,5582
425327,188
339950,137
469934,10
372068,60
322583,16
397858,21
335116,76
468512,315
317308,5
198425,5
416323,4
456999,6
26022,53
422976,395
266289,22
34212,118
110345,20
420331,39
104782,27
64366,231
237133,40
441839,21
425830,10
142712,14
440449,7
122806,3683
247684,20
460727,15
285009,99
46283,42
217959,20
315042,663
174971,6
470491,23
404470,6
417171,5
64303,16
288594,34
199665,143
89838,32
125220,23
162902,25
69394,1392
422622,394
114723,9
471347,257
105877,30
416761,68
437233,38
336469,74
375530,63
416381,1246
379344,61
90385,6
315308,105
442812,15
125677,179
76302,35
17955,29
123686,189
193167,98
396044,41811
126674,726
429519,31
20044,235
468169,8
19089,2057
28386,190
69651,351
278002,14
163081,98
173181,11
268292,434
100417,21
61597,43
355652,996
66487,8
344944,106
458553,30
97152,217
440439,9
313581,105
323763,206
291234,97
14546,1046
354910,76
24143,280
283150,81
424634,62
170049,5
178896,16
310278,7
140531,14
415670,155
439282,32
447916,31
968,27
212351,68
166356,18
416299,13
135869,117
275832,24
278567,34
89172,4
325347,21
7370,26
281267,16
308416,9
264052,51
342905,61
194461,28
22634,152
279688,4
337430,27
243803,200
373265,51
208213,24
235272,114
464106,46
9707,19
358318,5
461893,9
33444,196
128941,76
372868,24
399800,18
206138,88
367402,16
337599,137
177718,20
422112,64
309144,0
329712,19
182595,207
225628,16
80901,22
290969,25
64463,116060
431962,36
45500,9
100244,1852
67946,186
375205,363
424827,18
138254,17
453798,111
320787,52
56016,63
380010,264
311705,31
285488,46
406005,297
21082,525
60260,13
58407,3
259368,19
348931,7
287240,15
399180,157
80195,51
196984,329
3673,62
141467,25
273845,1016
394515,8
462101,12
44439,160
104606,81
48582,86
405395,34
100266,17
355566,9
229172,153
140701,143
52539,46
86425,24
243770,71
4274,286
259761,2376
141722,4
324454,12
101219,18
406638,536
151050,19
249268,7
392779,13
68658,2
305063,28
345271,7
370791,138
205145,9
69682,11
302445,54
407198,39
294984,9
426071,55
202670,11
304220,11
462392,438
172915,42
316288,29
107194,198
128536,451
97446,2346
192859,192
148813,41
257951,41
289758,4
116102,7
320059,11009
103377,540
335589,45
271097,793
368748,23278
148544,60
116915,203
56177,6
49620,38
223704,20
154191,2
380321,25
297903,48
21637,1
192201,360
444410,14
241863,39
97096,165
399880,3
113397,83
87342,18
262445,12
77577,3
224317,24
212883,24
234872,30
395775,41
12377,77
270322,135
157495,2
408243,11
391567,10
7146,68
231957,103
267856,19
4806,61
79802,13
185527,17
395139,43
393008,272
173849,329
4234,9
388521,23
97086,51
449033,23
317430,13
216928,5
328540,11
240595,17
448026,81
299592,9
39297,43
349435,55
113312,14
188723,21
148706,11
356847,777
53981,3
181976,42
52706,307
247979,143
274916,11
2662,89
450640,12
301832,6
235514,6312
149529,12
58561,16
455715,120
161322,14
351097,102
202462,79
423674,378
262746,32
469697,20
133401,374
38918,36
244622,236
384381,15
154889,2
167059,177
49184,20
187814,108
134008,6
235309,75
268143,512
360818,10
348172,24
449566,20
376925,5
351558,13
407385,128
23355,73
318056,139
357136,84
254519,8
207788,28
18994,8
404653,1688
66057,121
112432,21
44535,17
228675,5
76669,37
110357,15
61408,16
90514,121
42282,43
325208,62
311820,148
219577,46
167891,142
359360,144
198390,136
90210,3
164623,22
183326,82
327857,11
427715,172
70036,91
72335,7
328499,615
462602,31
135492,10
77446,18
176197,3
94140,10
471105,21
450007,8
220507,12
1521,1154
271887,120
350881,17
65440,10
135125,47
404615,2088
21744,86
123557,6
245626,46
241947,133
122217,42
237554,23
135513,27
97298,12
24841,37
156541,9
280469,60
256257,99
17984,11
56256,10
462461,7
334142,21
356897,88
293599,7
319201,20
311171,20
358370,14
225676,4
457824,63
161235,65
307317,1620
430636,109
453482,86
324923,28
320432,27
208371,13
468974,72
276529,1373
53104,3
17600,4
243075,100
161029,825
25995,591
307679,539
58363,238
73629,20
292965,6
256230,378
44926,241
40738,29
52192,166
426300,21
72438,28
11602,4
344310,26
392037,178
197932,450
164839,243
104645,67
363901,6
417554,228
33158,17
37396,156
302837,7
378350,20
270051,5
201983,42
34351,177
441904,75
371168,58
105726,17
223444,61
430862,145
303027,63
465120,12
103118,33
166096,50
7059,16
340300,11
245224,983
366890,74
161585,27
23662,19
255873,21
134454,23
33803,226
287273,633
375480,593
261797,9
196743,288
367660,9
434088,1879
19559,20
283976,1171
208218,1121
14383,12
149016,56
428214,78
391287,60
213747,26
402592,30
76982,146
202308,15
8170,812
61917,22
305413,15
310181,3
453269,82
434372,7
413404,238
240837,7415
314990,4
346999,17
421084,506
95290,45
392774,307
14471,30
102118,301
227772,46
468437,6
282303,10
275021,8
182451,14
322629,760
442169,2
106129,7
416746,76
321512,19
138166,435
103776,84
181744,817
16924,62
190871,46
234616,47
337191,19
89266,6
277606,12
409638,37
175519,7988
34997,3
396479,35
347339,14
83188,56
423300,41
310552,235
376851,9
311535,39
321471,667
70450,14
307081,30
355375,17
11189,9
337290,29
260007,16
230785,15
312828,5
152040,36
322816,33
450775,43
30190,14
199704,459
78835,15
177537,24
267709,5
439149,82
286455,307
319310,20
124892,112
185172,9
284068,447
427458,98
281767,19
315861,74
109206,4
186897,11
128481,72
171839,5
376583,57
308137,3
459409,40
77926,6
170838,19
443470,49
51257,817
145207,12
17622,18
364865,40
458195,20
239043,552
89006,2517
204332,19
282175,20
5488,545
225024,35
469649,9
426129,281
330760,24
94739,49
344174,5
206667,80
242731,6
451683,12
155230,11
445923,17
236727,204
114782,110
53432,6740
384769,732
394587,199
340860,1007
128759,126
114959,2
449477,30
122262,341
254075,23
56229,166
112905,58
126805,44
75635,76
306105,39
132409,912
60170,11
411219,68
182823,96
322609,62
169814,51
297672,111
58115,18
187012,27
423299,8
17756,217
320993,123
260762,34
208727,23
118431,120
250235,9
194201,9
20453,22
147682,1167
275617,168
236063,1256
80476,8
310723,118
111722,219
101726,8
211362,1312
18803,13
54361,50
48184,15
459634,23
134077,42
396884,12
224200,151
437514,482
372624,21
449206,124
461009,22
278232,151
367100,134
452451,5
247591,6
164491,244
423177,86
144024,62
325608,35
87488,21
402624,16
151998,47
128289,17
59088,33
458952,80
394349,43
96683,40
169714,144
150015,155
158333,12
280736,373
338885,30
131112,48
222962,19
365703,12
74060,52
179411,16
143802,17
297885,170
428459,13
368176,499
136149,45
131291,30
6096,194
157160,6
185529,48
369508,86
414392,28
461633,16
307046,43
360308,380
393887,506
108435,34
123194,8
242314,126
165778,8
119806,1879
205051,225
11745,41
466008,228
23169,41
48147,41
98520,201
215125,17
163672,18
128474,131
177449,5
124908,44
174308,163
333113,239
402745,34
224433,21
172183,715
172152,183
381041,146
364087,5
85565,29
407703,29
78207,97
453696,185
57187,5
114430,644
109155,720
316857,5929
418272,23
382962,60
368719,90
283516,15
24280,447
361128,362
244819,37
329585,31
292777,34
371258,31
93707,16
236973,3341
253758,39
278134,445
310861,204
470752,13
373635,46
423509,41
331587,42
454376,265
219014,8
52748,18
423514,0
16323,13
112768,12
468629,17
222984,6
19206,113
449510,878
126602,12
239529,18
41058,9
302339,6
265102,193
258290,696
233337,77
100367,29
242516,92
229969,701
393853,80
103591,77
276253,194
59335,15
69229,41
42218,37
125721,22
177885,14
218353,127
407963,5
303032,72
444653,318
325485,51
346499,18
71217,20
89504,18
115995,106
385808,64
113,98
346823,6
14919,1105
214364,5
372556,108
225254,12
448744,62
46251,392
436787,41
95028,112
404699,7
222518,9
449326,55
159629,20
228012,19
176858,2
133331,64
338028,9
466514,4
449621,1604
386063,22
369373,13
3786,6
257525,7
335065,13
438149,67
277884,27
73539,28
76116,53
178769,17
159235,336
459594,62
228633,44
350348,131
123643,54
466113,32
179363,4
241633,923
432474,15
389487,105
338218,76
173513,29
43723,87
166935,18
446146,5
332477,119
185804,210
445567,768
381963,9
307953,19
59311,57
173026,14
469811,12
258935,17
20605,42
195543,28
228449,14
420314,311
18522,2131
39290,699
436807,9114
189885,1380
16374,9
89999,32
120061,48
232753,26
462346,57
165294,16
468705,32
328325,10
344377,50
120007,128
282259,35
188150,9
90710,625
408954,39
410838,18
185591,122
62369,1732
378945,19
408768,29
99091,23
422088,3353
118118,23
409036,36
116800,309
285200,50
311849,25
393247,12
431028,79
316733,33
239745,428
172593,9
330528,114358
181327,20
94986,194
280635,21
310545,12
43711,41
457264,752
364090,108
111828,7
282685,21
348887,46
132786,19
38472,15
80071,94
193376,246
155625,28
388642,31
40717,1152
411257,54
52636,277
334952,51
284947,5
209635,47
174536,15
400236,7705
239255,29
461422,101
30119,14
396731,11
313257,10
220170,85
463237,6
195419,6
174937,410
50580,116
400030,63
374998,62
375984,191
374754,7
41367,119
256595,91
63599,44
420766,74
186901,19
230951,36
87483,14
320150,242
462806,5
203310,23
269323,140
223277,353
8608,44
189218,45
153517,57
278017,14
420498,1846
270780,26
442625,4968
309074,17
74801,45
410115,21
388158,33
296330,18
3237,45
135139,7
285813,20
66901,150
166847,19
273326,60
198201,25
312460,20
69692,784
408050,2589
127785,287
339636,56
150007,173
231626,5
152605,5
50623,8
22476,372
296678,8
240067,23
222735,3952
18898,30
298509,31
237911,25
64527,822
3335,9
157411,18
115019,21
16747,10
33493,25
98127,120
140564,41
465843,2
379913,32
376079,21
222506,33
337980,16
281983,30
150169,18
460666,163
171591,61
336370,257
197233,32
353709,95
106690,311
216800,12
87000,15
83564,416
46113,31
76857,22
60402,61
193452,10
289245,34
202294,112
465956,6
326430,6
394598,40
407345,125
148466,174
74027,29
14274,15
4665,23
45811,35
22106,28
360565,69
12229,2
388913,3
194037,7
153196,126
12245,15
62791,8
251211,72
260691,3
322481,649
223412,16
56751,10
469112,207
36206,1265
179374,69
138362,12
443932,7
466602,30
72271,67
360102,25
734,17
213466,9
346308,5
90955,172
435849,2
172599,206
445559,293
443175,79
5885,16
236976,364
318876,24
376058,33
73889,11
300366,35
139777,90
37061,37
28637,6
157534,41
220115,28
181737,62
126115,84
398759,69
333243,23
352828,28
139322,158
147023,4
335716,57
47483,31
289966,15
423891,472
392970,185
8217,31
37431,8
135180,350
354988,118
283993,70
327303,90
93305,2613
8368,147
377310,59
380194,6
55028,69
345838,13
173553,535
108458,76
369734,74
229221,22
439008,375
442880,52
96279,32
362576,10
383632,45
399879,32
356061,98
300224,91
326525,48
89065,115
243698,14
273899,22
17351,44
346942,74
437419,29
254640,18
23124,11
372905,161
315824,12
420694,39
146110,5
310626,9
10180,5
86449,331
358710,75
215588,33
444218,195
424012,80
92688,30
327811,14
88268,1942
436972,84
37125,44
34321,7
159904,78
84422,2
278482,152
435972,3
374622,19
327077,7
238858,55
184819,64
421474,208
102833,62
99055,6
434139,49
146538,17
45010,145
239782,6
223283,6
52264,5024
325060,71
326418,228
164484,222
381991,113
164757,437
288967,182
4177,6
318265,20
115049,159
35879,9
369278,342
373054,33
49942,12
397053,14
140686,16
368096,89
12163,20
232181,63
12014,1103
419237,16
423287,16
51228,33
18195,109
45885,6
296914,23
209201,334
427022,28
427248,55
383108,67
118889,53
450869,5
143728,786
196047,5
36353,222
43411,38
101297,49
192425,19
360494,1660
331214,48
382309,34
80898,10
147801,257
116431,8
295676,11
236070,43
294715,71
146211,56
95752,16
148885,23
210153,26
214169,21
55258,22
67364,50
53366,4
107609,82
127222,7
69689,184
449122,9
25478,10
4760,18
5104,8
183785,147
65070,34
315413,16
418790,98
446161,46
333463,4
243265,40
351917,23
469812,329
128483,1881
214128,231
256150,53
334293,20
401711,1
13016,12
217512,9
353406,87
70255,32
254402,39
245065,91
287140,33
211473,63
466532,84
415568,6
358961,75
258187,3
317359,14
315414,13
22784,145
341151,36
188946,16
426157,14
123473,42
262547,54
75421,7528
462574,2226
315543,4
383154,15
